placavehiculo,cilindraje,modelovehiculo,clasedevehiculo,tipodeservicio,numeromotorvehiculo,numerochasis,capacidadpasajeros,numerofacturadeventa,tipodecombustible,estado
BHH971,1300,1996,AUTOMOVIL,PARTICULAR,B13NE31004833,SP96180012,5,7,GASOLINA,ACTIVO
MLP174,1300,1994,AUTOMOVIL,PARTICULAR,E3346858,323HE17295,4,1002,GASOLINA,ACTIVO
WIK71A,124,2010,MOTOCICLETA,PARTICULAR,E3F4E002981,9FKKE1390A2002981,1,661,GASOLINA,ACTIVO
SMI072,5811,2007,VOLQUETA,PUBLICO,9SZ32563,9GDP7H1C97B006456,2,5323,GASOLINA,ACTIVO
NVS36C,220,2012,MOTOCICLETA,PARTICULAR,DKGBUB31147,9FLDKC2Z8CAH02074,1,0,GASOLINA,ACTIVO
WGR26D,124,2016,MOTOCICLETA,PARTICULAR,ZS154FMI-38G101870,9F2C11256G5002943,1,9877,GASOLINA,ACTIVO
PFH363,1100,2008,AUTOMOVIL,PARTICULAR,G4HG7M061408,MALAB51HP8M049992,5,0,GASOLINA,ACTIVO
MSU257,995,2015,AUTOMOVIL,PARTICULAR,B10S1142330085,9GAMM6106FB036340,5,7891,GASOLINA,ACTIVO
OYW28A,110,2001,MOTOCICLETA,PARTICULAR,4ST390915,4ST390915,1,6104,GASOLINA,ACTIVO
ABO306,1995,2011,CAMPERO,PARTICULAR,D4HAAU309510,KMHJT81VCBU174475,5,,ACPM,ACTIVO
WIM66A,99,2010,MOTOCICLETA,PARTICULAR,DUMBSH38464,MD2DMB2Z7AFH01434,1,11003,GASOLINA,ACTIVO
WIH81A,135,2009,MOTOCICLETA,PARTICULAR,JNGBRF71897,MD2JNB1Z09VF00865,1,1685,GASOLINA,ACTIVO
LXG62E,124,2018,MOTOCICLETA,PARTICULAR,E3F4E123353,9FKKE1396J2123353,1,625,GASOLINA,ACTIVO
DTF06D,134.66,2014,MOTOCICLETA,PARTICULAR,JEZWDD67056,9FLJDC1Z8EAK87286,1,16250,GASOLINA,ACTIVO
WIL51A,124,2011,MOTOCICLETA,PARTICULAR,E3B4E005182,9FK3B2115B2005182,1,,GASOLINA,ACTIVO
WIF29A,124,2008,MOTOCICLETA,PARTICULAR,157FMI-*2P0024770*,9FSNF41JO8C100115,1,1541,GASOLINA,ACTIVO
TJY067,1000,2012,AUTOMOVIL,PUBLICO,B10S1828535KC2,9GAMM610XCB063813,5,5996,GASOLINA,ACTIVO
DTL95D,99.27,2015,MOTOCICLETA,PARTICULAR,DUZWEF21980,9FLA18AZXFDB80054,1,18451,GASOLINA,ACTIVO
TJY146,2771,2014,CAMIONETA,PUBLICO,1B8123,9GDNLR552EB038800,0,,ACPM,ACTIVO
ZAA323,1298,1994,AUTOMOVIL,PARTICULAR,G13B259549,SPD66501,4,366367,GASOLINA,ACTIVO
AMG21,125,1994,MOTOCICLETA,PARTICULAR,F103159440,SF11ASC43432,1,2694,GASOLINA,ACTIVO
FDC405,1600,1982,CAMIONETA,PARTICULAR,202509,KS219104,2,113034,GASOLINA,ACTIVO
LDI847,4500,1978,CAMION,PARTICULAR,FE6060316B,DT850702,2,29855,GASOLINA,ACTIVO
MSU472,1599,2017,AUTOMOVIL,PARTICULAR,2842Q073751,9FB5SRC9GHM527295,5,2499,GASOLINA,ACTIVO
CUS293,1500,2009,AUTOMOVIL,PARTICULAR,ZY536584,9FCDF525890002726,5,0,GASOLINA,ACTIVO
SKL608,6600,2005,TRACTOCAMION,PUBLICO,9SZ18464,9GDP7H1C75B002189,2,0,ACPM,ACTIVO
WHB06D,124,2018,MOTOCICLETA,PARTICULAR,157FMIPE180652,9F2B11254J5000806,1,860,GASOLINA,ACTIVO
HCA183,5389,1981,VOLQUETA,PUBLICO,FE6-002933C,CM003710,2,85156,ACPM,ACTIVO
LXH47E,124,2018,MOTOCICLETA,PARTICULAR,157FMIQE010471,9F2B11250J5004450,1,954,GASOLINA,ACTIVO
WID17A,125,2008,MOTOCICLETA,PARTICULAR,29C1-012659,29C1012659,1,535,GASOLINA,ACTIVO
WGS19D,199.5,2016,MOTOCICLETA,PARTICULAR,JLZCFK43936,9FLA36FZ7GBK74846,1,20883,GASOLINA,ACTIVO
MSU269,1598,2016,AUTOMOVIL,PARTICULAR,A812UB66510,9FB4SREB4GM111999,5,2041,GASOLINA,ACTIVO
CJK765,2500,2004,CAMPERO,PARTICULAR,H25A149743,8LDFTD62V40006088,5,0,GASOLINA,ACTIVO
WIG14A,135,2009,MOTOCICLETA,PARTICULAR,JNGBRC59293,MD2JNB1Z99VC00628,1,280,GASOLINA,ACTIVO
WGR72D,113.7,2016,MOTOCICLETA,PARTICULAR,E3H4E071444,9FKKE1371G2071444,1,3104,GASOLINA,ACTIVO
DQA493,1300,1995,AUTOMOVIL,PARTICULAR,E3351993,323HB25548,4,5559,GASOLINA,ACTIVO
ZNK135,2400,1996,CAMIONETA,PARTICULAR,TD27131372T,RN855151967,2,29393,ACPM,ACTIVO
DAF328,3000,2009,CAMIONETA,PARTICULAR,697611,8LBETF3E190001761,4,0,ACPM,ACTIVO
WID55A,99,2008,MOTOCICLETA,PARTICULAR,DUMBPH92785,MD2DUB4ZX8FH01791,1,,GASOLINA,ACTIVO
WIB57A,99,2008,MOTOCICLETA,PARTICULAR,DUMBPC33993,MD2DZB2Z18FC00549,1,504,GASOLINA,ACTIVO
CLO552,3000,2006,CAMIONETA,PARTICULAR,258786,8LBETF1F860001120,4,,ACPM,ACTIVO
BIY91B,124,2006,MOTOCICLETA,PARTICULAR,5GP026112,9FK5GP11861026112,1,4978,GASOLINA,ACTIVO
WGV36D,124.8,2017,MOTOCICLETA,PARTICULAR,E3M2E159391,9FKKE2019H2159391,1,3585,GASOLINA,ACTIVO
NHU47A,110,2001,MOTOCICLETA,PARTICULAR,4ST370252,4ST370252,1,1274,GASOLINA,ACTIVO
TOB313,7500,1995,VOLQUETA,PUBLICO,34752329,SH681821,2,2423,ACPM,ACTIVO
QCM98C,124,2012,MOTOCICLETA,PARTICULAR,KN25SR2126179,9FLU62017CCM12180,1,1035,GASOLINA,ACTIVO
EDQ19A,110,2002,MOTOCICLETA,PARTICULAR,4ST483533,9FK5GE11121483533,1,2193,GASOLINA,ACTIVO
BDI554,1000,1994,AUTOMOVIL,PARTICULAR,G10416873,MP94103519,5,2539,GASOLINA,ACTIVO
WIY29A,124,2013,MOTOCICLETA,PARTICULAR,157FMIKE116717,9F2B11255DE204759,0,90,GASOLINA,ACTIVO
PLS92A,80,1999,MOTOCICLETA,PARTICULAR,3VS031599,3VS031599,2,41188,GASOLINA,ACTIVO
DTF42D,107,2014,MOTOCICLETA,PARTICULAR,KB201747692,9FLB80008ECH13639,1,7211,GASOLINA,ACTIVO
WIL63A,124,2011,MOTOCICLETA,PARTICULAR,E3F4E004672,9FKKE1396B2004672,1,,GASOLINA,ACTIVO
ASD55C,97,2010,MOTOCICLETA,PARTICULAR,HA11EBA9C00135,9FMHA1128AF019748,1,0,GASOLINA,ACTIVO
BAQ583,1998,1990,AUTOMOVIL,PARTICULAR,FE797665,626HB205326,5,89,GASOLINA,ACTIVO
QAC151,4500,1985,CAMPERO,PARTICULAR,3F0134669,FJ730003684,7,142605,GASOLINA,ACTIVO
YMB67A,100,2004,MOTOCICLETA,PARTICULAR,5VA205579,9FKKBOO4D31205579,1,180,GASOLINA,ACTIVO
CKH192,1400,2003,AUTOMOVIL,PARTICULAR,A712D102125,9FBBB0L123M002868,4,19230,GASOLINA,ACTIVO
TJY005,14945,2013,TRACTOCAMION,PUBLICO,79541591,3HSCNAPT6DN051818,2,15957,ACPM,ACTIVO
WIQ43A,112,2012,MOTOCICLETA,PARTICULAR,E467-A1E01590,9FSNE43B9CC100258,1,3077,GASOLINA,ACTIVO
MSU130,1399,2014,AUTOMOVIL,PARTICULAR,LCU*131420209*,9GASA58M9EB022904,5,6833,GASOLINA,ACTIVO
DTF60D,124.59,2015,MOTOCICLETA,PARTICULAR,JEZWDJ70490,9FLA37CZ8FBD50506,1,16865,GASOLINA,ACTIVO
WIH43A,135,2009,MOTOCICLETA,PARTICULAR,JNGBRC58901,MD2JNB1ZX9VC00346,1,3600000,GASOLINA,ACTIVO
DTD70D,99.27,2014,MOTOCICLETA,PARTICULAR,DUZWDB12521,9FLDUC4Z6EAH08272,1,6504,GASOLINA,ACTIVO
WIL41A,125,2010,MOTOCICLETA,PARTICULAR,E3B6E133658,9FKKE1106A2133658,1,828,GASOLINA,ACTIVO
WHG255,1600,1995,AUTOMOVIL,PARTICULAR,M360181,CL238444,4,31215,GASOLINA,ACTIVO
OMK460,5000,2000,CAMION,PARTICULAR,470HM2U1203063,YH285547,2,0,ACPM,ACTIVO
WHI192,4300,2001,BUSETA,PUBLICO,4061920,9BYC22K1V1C000484,29,348,ACPM,ACTIVO
WIX76A,124,2013,MOTOCICLETA,PARTICULAR,E3F4E039829,9FKKE1398D2039829,1,2639,GASOLINA,ACTIVO
LXH52E,99.27,2018,MOTOCICLETA,PARTICULAR,DUZWHK55874,9FLA18AZ8JDG02184,1,25484,GASOLINA,ACTIVO
WIT47A,99,2012,MOTOCICLETA,PARTICULAR,DUMBUD84478,9FLDUC4ZXCAB37544,1,13122,GASOLINA,ACTIVO
WGW13D,124,2016,MOTOCICLETA,PARTICULAR,157FMI-3*B2Y33966*,9FSNF41J1GC175503,1,4688,GASOLINA,ACTIVO
AXM093,3000,2005,CAMIONETA,PARTICULAR,213515,8LBETF1F350000309,4,1853,GASOLINA,ACTIVO
AUC07A,115,2004,MOTOCICLETA,PARTICULAR,3HB312310,9FK5JV11S31312310,1,3744,GASOLINA,ACTIVO
DTK18D,113,2015,MOTOCICLETA,PARTICULAR,E482-118612,9FSBE4EN4FC118570,1,5862,GASOLINA,ACTIVO
UZY10A,110,2001,MOTOCICLETA,PARTICULAR,4ST368129,4ST368129,1,2665,GASOLINA,ACTIVO
MLZ458,1300,1996,AUTOMOVIL,PARTICULAR,E3371737,323HE508492,4,6766,GASOLINA,ACTIVO
DTH48D,124,2015,MOTOCICLETA,PARTICULAR,157FMIME014546,9F2B11258FE204077,1,3926,GASOLINA,ACTIVO
WIB81A,110,2008,MOTOCICLETA,PARTICULAR,5C92003143,9FKKE098D82003143,1,1000433,GASOLINA,ACTIVO
WIG65A,110,2008,MOTOCICLETA,PARTICULAR,5AV828289,9FK2P11G82828289,1,81,GASOLINA,ACTIVO
DTN65D,113.7,2015,MOTOCICLETA,PARTICULAR,E3H4E065125,9FKKE1371F2065125,1,4540,GASOLINA,ACTIVO
ABO291,1590,2011,CAMPERO,PARTICULAR,G16B-718181,8LDBSE443B0014160,5,,GASOLINA,ACTIVO
WIW85A,124,2013,MOTOCICLETA,PARTICULAR,157FMIKE077433,9F2B11255DE203725,1,56,GASOLINA,ACTIVO
KFF894,5736,1987,CAMION,PARTICULAR,4073988,CL703420,2,258669,GASOLINA,ACTIVO
WIT55A,107,2013,MOTOCICLETA,PARTICULAR,152FMHJA115514,9F2A11101CBC10918,1,19,GASOLINA,ACTIVO
UZD598,2771,2010,CAMION,PUBLICO,854765,9GDNHR557AB002600,2,0,ACPM,ACTIVO
SNA995,6194,1979,CAMION,PUBLICO,FE6106377C,DT968117,2,12927,ACPM,ACTIVO
WIO11A,124,2010,MOTOCICLETA,PARTICULAR,57C1003585,9FKKE1360A2003585,1,1173,GASOLINA,ACTIVO
SMI426,2953,2012,CAMIONETA,PUBLICO,ZD30276929K,JN1MG4E25Z0795123,8,,ACPM,ACTIVO
WIS20A,99,2012,MOTOCICLETA,PARTICULAR,DUMBUA76728,9FLDMC2Z1CCF01213,1,12850,GASOLINA,ACTIVO
XLM354,4500,2000,CAMION,PUBLICO,C123751,9FJWEC3LOY0007762,2,2484,GASOLINA,ACTIVO
LLD506,5900,1980,BUS,PARTICULAR,FE600282A,DT973806,27,56884,GASOLINA,ACTIVO
FGW057,1600,2008,AUTOMOVIL,PARTICULAR,F16D3833976C,N/N,4,7567,GASOLINA,ACTIVO
TRD921,2771,2004,MICRO BUS,PUBLICO,980812,9GCNKR55E4B421906,19,0,ACPM,ACTIVO
WIQ95A,99,2012,MOTOCICLETA,PARTICULAR,DUMBUB45472,9FLDMC2Z5CCG02562,1,1498,GASOLINA,ACTIVO
ABO473,2400,2012,AUTOMOVIL,PARTICULAR,CCS560062,3GNAL7EKXCS560062,5,17832,GASOLINA,ACTIVO
GSI51,175,1977,MOTOCICLETA,PARTICULAR,55900837K,55900837K,1,729,GASOLINA,ACTIVO
EAU08A,80,1997,MOTOCICLETA,PARTICULAR,3NX106462,3NX106462,1,190,GASOLINA,ACTIVO
WIL97A,125,2010,MOTOCICLETA,PARTICULAR,E3B6E138154,9FKKE1103A2138154,0,586,GASOLINA,ACTIVO
MSU083,1598,2013,AUTOMOVIL,PARTICULAR,HR16-746270G,3N1CK3CD0ZL363652,0,14165,GASOLINA,ACTIVO
WHA67D,178.6,2017,MOTOCICLETA,PARTICULAR,DJZCGC24336,9FLA12DZ1HAA94936,1,23985,GASOLINA,ACTIVO
WGS21D,112.8,2016,MOTOCICLETA,PARTICULAR,E467-231757,9FSNE43B8GC148095,1,6347,GASOLINA,ACTIVO
MSU505,1599,2017,AUTOMOVIL,PARTICULAR,2842Q073391,9FB5SRC9GHM530548,5,2508,GASOLINA,ACTIVO
WIV85A,109,2013,MOTOCICLETA,PARTICULAR,E441-TH179490,9FSBE4CF0DC179519,1,,GASOLINA,ACTIVO
CFO701,2400,1999,CAMPERO,PARTICULAR,4G64XR7123,V11VNA02654,5,2993,GASOLINA,ACTIVO
WIM18A,113,2011,MOTOCICLETA,PARTICULAR,E3H4E003664,9FKKE1374B2003664,0,578,GASOLINA,ACTIVO
GLK11B,600,2007,MOTOCICLETA,PARTICULAR,J512E026415,RJ12E019576,1,138,GASOLINA,ACTIVO
MSU033,1400,2013,AUTOMOVIL,PARTICULAR,LCU*121300430*,9GASA52MXDB029593,5,5990,GASOLINA,ACTIVO
TOQ222,2953,2013,CAMIONETA,PUBLICO,ZD30305657K,JN1PG4E25Z0770624,8,0,ACPM,ACTIVO
DTG23D,124,2015,MOTOCICLETA,PARTICULAR,157FMIME007536,9F2B11259FE202869,1,3298,GASOLINA,ACTIVO
WIU88A,107,2012,MOTOCICLETA,PARTICULAR,KB201742052,9FLB80000CCD08212,1,2458,GASOLINA,ACTIVO
ABO103,1600,2008,AUTOMOVIL,PARTICULAR,E16D*821914C*,N/N,5,2656,ACPM,ACTIVO
SMI255,4570,2008,CAMION,PUBLICO,573751,9GDNPR7198B012939,2,455676,GASOLINA,ROBADO
KIJ606,2999,2012,CAMIONETA,PARTICULAR,113681,8LBETF3E7C0110961,5,0,ACPM,ACTIVO
WIL34A,124,2010,MOTOCICLETA,PARTICULAR,E3F4E004456,9FKKE1392A2004456,1,,GASOLINA,ACTIVO
WIU77A,107,2013,MOTOCICLETA,PARTICULAR,KB201744644,9FLB80001DCH10709,1,13949,GASOLINA,ACTIVO
SMI136,3800,2007,CAMION,PUBLICO,669419,LJ11KDBC271008632,2,192,ACPM,ACTIVO
LLG381,1600,1982,CAMPERO,PARTICULAR,12R0769580,JDA000F2000600808,5,73,GASOLINA,ACTIVO
WMA737,1600,1998,AUTOMOVIL,PUBLICO,P700DA32759,CL613240,4,897,GASOLINA,ACTIVO
WIQ98A,178,2012,MOTOCICLETA,PARTICULAR,DJGBTM48053,9FLDJC5Z0CCH03061,1,12452,GASOLINA,ACTIVO
TJY003,7636,2013,CAMION,PUBLICO,470HM2U1594394,3HAMMAAL2DL173172,2,151190,ACPM,ACTIVO
RHD73,150,1998,MOTOCICLETA,PARTICULAR,KR150HEA08618,AKR150-98086,1,876,GASOLINA,ACTIVO
TBK737,2800,2005,CAMION,PUBLICO,150674,9GDNKR55X5B002596,2,4526,GASOLINA,ACTIVO
WIP80A,178,2011,MOTOCICLETA,PARTICULAR,DJGBTF54828,MD2DJB5Z9BVF00226,1,11944,GASOLINA,ACTIVO
SSF586,10000,1982,CAMION,PUBLICO,30120329,CH055007,2,79468,ACPM,ACTIVO
CGC364,1000,2008,AUTOMOVIL,PARTICULAR,B10S1892972KA2,KL1MM61058C362124,5,28513,GASOLINA,ACTIVO
VRS96A,4236,1987,MAQ INDUSTRIAL,PARTICULAR,LH70202U140900P,5PC03874,1,67306,ACPM,ACTIVO
WIJ09A,135,2010,MOTOCICLETA,PARTICULAR,JNGBSA18311,MD2JNB1Z9AVA00403,1,10304,GASOLINA,ACTIVO
WIB15A,125,2008,MOTOCICLETA,PARTICULAR,157FMI36006030,LAELKD4008B930029,1,337,GASOLINA,ACTIVO
WTH428,10831,1995,CAMION,PUBLICO,34740322,CH94945009,2,290291,ACPM,ACTIVO
NMD104,3000,1984,CAMPERO,PARTICULAR,F10A735639,SJ40173071,5,337,GASOLINA,ACTIVO
SMI385,1000,2011,AUTOMOVIL,PUBLICO,G4HCAM039639,MALAB51GABM549057,4,10562,GASOLINA,ACTIVO
DTD15D,124,2014,MOTOCICLETA,PARTICULAR,E3F4E056603,9FKKE1990E2056603,1,3245,GASOLINA,ACTIVO
LUE40B,180,2008,MOTOCICLETA,PARTICULAR,DJGBPF93295,MD2DJB4ZX8VF00309,1,12026383,GASOLINA,ACTIVO
WIS32A,99.27,2012,MOTOCICLETA,PARTICULAR,DUMBUE43071,9FLDUC4Z6CAK25701,0,12896,GASOLINA,ACTIVO
FTF300,1600,1980,CAMPERO,PARTICULAR,4034352,N/N,5,1895,GASOLINA,ACTIVO
DTL58D,124,2015,MOTOCICLETA,PARTICULAR,E3L5E029525,9FKDE0915F2029525,1,4263,GASOLINA,ACTIVO
WIX19A,134,2013,MOTOCICLETA,PARTICULAR,JEGBUM79433,9FLJDC1Z2DCH60721,1,14022,GASOLINA,ACTIVO
SMI399,2660,2011,CAMION,PUBLICO,F30D3900051,LGDCN91G3BA141981,2,172,ACPM,ACTIVO
MSU318,2500,2015,CAMIONETA,PARTICULAR,MN2317,8LBETF3W1F0297000,5,8381,GASOLINA,ACTIVO
WIL52A,135,2010,MOTOCICLETA,PARTICULAR,JNMBSM12254,MD2JNB1Z8AFM00119,1,1982,GASOLINA,ACTIVO
MSU521,1598,2017,AUTOMOVIL,PARTICULAR,A812Q002211,9FB5SREB4HM593117,5,2607,GASOLINA,ACTIVO
KOP77,115,1996,MOTOCICLETA,PARTICULAR,4JF003289,4JF003289,2,9396,GASOLINA,ACTIVO
HKV578,1598,2014,AUTOMOVIL,PARTICULAR,A690Q207415,9FBBSRALSEM976122,5,0,GASOLINA,ACTIVO
DTL31D,109,2015,MOTOCICLETA,PARTICULAR,JC47E-7-6032881,9FMJC4720FF019755,1,199,GASOLINA,ACTIVO
SDW294,2476,2008,CAMIONETA,PUBLICO,D4BHE038432,KMJWWH7HP8U821412,9,0,ACPM,ACTIVO
SMI046,970,2007,AUTOMOVIL,PUBLICO,LJ4659E1604077162,LZWACAGA571000111,7,32,GASOLINA,ACTIVO
ABO388,1206,2012,AUTOMOVIL,PARTICULAR,B12D1*502333KC3*,9GAMF48D7CB015421,5,4884,GASOLINA,ACTIVO
COM471,1600,2006,CAMPERO,PARTICULAR,G16B699141,8LDBSE44060003428,5,11987,GASOLINA,ACTIVO
PSI475,3200,1982,CAMIONETA,PARTICULAR,70950393,FJ43-107850,2,0,ACPM,ACTIVO
WGX48D,99.27,2017,MOTOCICLETA,PARTICULAR,DUZWGM34647,9FLA18AZ2HDH56268,1,22843,GASOLINA,ACTIVO
WIC99A,99,2008,MOTOCICLETA,PARTICULAR,DUMBPJ61241,MD2DZB2Z18FJ00593,1,824,GASOLINA,ACTIVO
WII63A,124,2009,MOTOCICLETA,PARTICULAR,JAMBRG54554,MD2JBB1Z39FG01627,1,10088,GASOLINA,ACTIVO
WIR52A,112.8,2012,MOTOCICLETA,PARTICULAR,E467-A1E05529,9FSNE43B6CC103277,0,3154,GASOLINA,ACTIVO
COM630,1400,2007,AUTOMOVIL,PARTICULAR,A710UB92014,9FBLSRAGB7M202225,5,0,GASOLINA,ACTIVO
BDV75B,178,2006,MOTOCICLETA,PARTICULAR,DJGBMG92915,DJVBMG94020,1,12013235,GASOLINA,ACTIVO
WIA68A,110,2006,MOTOCICLETA,PARTICULAR,5C91-005574,9FKKE098S71005574,1,337,GASOLINA,ACTIVO
WGV24D,124.6,2017,MOTOCICLETA,PARTICULAR,KN25SR2236247,9FLU62015HCD44973,1,22053,GASOLINA,ACTIVO
DYQ681,1600,2008,AUTOMOVIL,PARTICULAR,F16D3817412C,9GATJ61648B017832,5,8114,GASOLINA,ACTIVO
ZIX701,998,2013,AUTOMOVIL,PARTICULAR,G3LACP148541,KNABE511ADT411268,5,0,GASOLINA,ACTIVO
WIC03A,125,2008,MOTOCICLETA,PARTICULAR,5GP032515,9FK5GP11P82032515,1,1000447,GASOLINA,ACTIVO
WIZ46A,99,2013,MOTOCICLETA,PARTICULAR,DUZWCH50528,9FLDUC4Z2DAB83404,1,14608,GASOLINA,ACTIVO
TJY057,7636,2013,CAMION,PUBLICO,470HM2U1596897,3HAMMAAL6DL250867,2,175937,ACPM,ACTIVO
DTN17D,99.27,2015,MOTOCICLETA,PARTICULAR,DUZWED31842,9FLA18AZ1FBC86551,1,9276,GASOLINA,ACTIVO
DTJ01D,94.38,2015,MOTOCICLETA,PARTICULAR,PFZWDJ00972,9FLA35AZ8FAH18213,1,17391,GASOLINA,ACTIVO
DTM58D,149,2015,MOTOCICLETA,PARTICULAR,162FMJMQ247557,9F2B81508FAC48764,1,720722084,GASOLINA,ACTIVO
WIL65A,102,2010,MOTOCICLETA,PARTICULAR,5AV971144,9FK2P6111A2971144,1,,GASOLINA,TRASLADO
ARB897,1500,1985,AUTOMOVIL,PARTICULAR,E5725072,323NB07303,4,2856,GASOLINA,ACTIVO
ASY26A,125,2004,MOTOCICLETA,PARTICULAR,5GP014517,9FK5GP11531014517,1,3950,GASOLINA,ACTIVO
CJE270,1300,2000,AUTOMOVIL,PARTICULAR,G13B340050,9GAEAB35SYB612526,4,19797,GASOLINA,ACTIVO
WGR49D,124.6,2016,MOTOCICLETA,PARTICULAR,KN25J1001915,9FLKNGJA4GCH03086,1,12813637,GASOLINA,ACTIVO
WIX03A,94,2013,MOTOCICLETA,PARTICULAR,PFMBVB17730,9FLPFC2Z6DAH04912,1,13985,GASOLINA,ACTIVO
KBA943,2400,1976,CAMPERO,PARTICULAR,FD42-026960,LG6049855,10,0,ACPM,ACTIVO
DTD57D,124.6,2014,MOTOCICLETA,PARTICULAR,JZZWDK52343,9FLJZC1Z0EAJ28070,1,15647,GASOLINA,ACTIVO
SKR102,3000,2003,BUSETA,PUBLICO,BD30045029Y,N/N,21,47,ACPM,ACTIVO
WIC17A,100,2008,MOTOCICLETA,PARTICULAR,1E50FMGS0219564,9FSBE11A5BC258731,1,1107,GASOLINA,ACTIVO
TIM660,2300,1991,MICRO BUS,PUBLICO,4JA1619771,TSB62316,13,1036,GASOLINA,INSERVIBLE
ABO462,3000,2013,CAMIONETA,PARTICULAR,201486,8LBETF3E7D0166254,5,5733,GASOLINA,ACTIVO
DTH37D,124.6,2015,MOTOCICLETA,PARTICULAR,KN25SR2197672,9FLU6201XFCG91292,1,17037,GASOLINA,ACTIVO
DTM84D,99.27,2015,MOTOCICLETA,PARTICULAR,DUZWEG06934,9FLA18AZ9FDB83303,1,,GASOLINA,ACTIVO
WIZ20A,199,2014,MOTOCICLETA,PARTICULAR,JLZCCH43387,9FLA36FZXEBB02231,1,14529,GASOLINA,ACTIVO
TJY177,3990,2015,CAMION,PUBLICO,HC511913AA23,LVBVCJEA3FE001839,2,730206886,ACPM,ACTIVO
DTM55D,124.8,2015,MOTOCICLETA,PARTICULAR,E3M2E103760,9FKKE2012F2103760,1,2806,GASOLINA,TRASLADO
BFB36A,110,2008,MOTOCICLETA,PARTICULAR,5AV530597,9FK2P611D61530597,1,2007,GASOLINA,ACTIVO
MMO777,796,1999,AUTOMOVIL,PARTICULAR,F8C830409,kLY3S11BDXC604796,4,59247,GASOLINA,ACTIVO
WGX92D,109,2017,MOTOCICLETA,PARTICULAR,1P50FMHHH1001425,9FLXCHTCXHCH00100,1,22995,GASOLINA,ACTIVO
WIE19A,200,2008,MOTOCICLETA,PARTICULAR,169FML08010305,LHJPCLLAX8B800056,1,1212,GASOLINA,ACTIVO
WGY53D,124,2017,MOTOCICLETA,PARTICULAR,157FMIPE066589,9F2B1125XH5004299,1,785,GASOLINA,ACTIVO
EDB10A,110,2000,MOTOCICLETA,PARTICULAR,4ST252973,4ST252973,2,1387,GASOLINA,ACTIVO
BKG29B,99,2006,MOTOCICLETA,PARTICULAR,DUMBMJ09731,MD2DDDUZZMWJ96371,1,434,GASOLINA,ACTIVO
WIV56A,99,2013,MOTOCICLETA,PARTICULAR,DUMBUM53281,9FLDUC4ZXDAF53482,1,13612,GASOLINA,ACTIVO
LHI576,1300,1986,AUTOMOVIL,PARTICULAR,M808027,G0211476,4,4272,GASOLINA,ACTIVO
LXH81E,199.5,2018,MOTOCICLETA,PARTICULAR,JLZCGJ82758,9FLA36FZ3JBG04640,1,25524,GASOLINA,ACTIVO
ABO416,2389,2012,CAMIONETA,PARTICULAR,KA24-528998A,3N6DD23T9ZK889360,5,10025,GASOLINA,ACTIVO
WHA31D,124.6,2017,MOTOCICLETA,PARTICULAR,JZZWGE30108,9FLA15BZ0HAA72267,1,23837,GASOLINA,ACTIVO
BEB283,1500,1994,AUTOMOVIL,PARTICULAR,E5756613,N/N,4,9156,GASOLINA,ACTIVO
HNP25C,125,2012,MOTOCICLETA,PARTICULAR,ZS154FMI35C101297,9F2A41258C5012821,2,18583,GASOLINA,ACTIVO
WGX64D,178.6,2017,MOTOCICLETA,PARTICULAR,DJZCDJ64103,9FLA12DZ2HAG88869,1,3086,GASOLINA,ACTIVO
WIJ08A,199,2010,MOTOCICLETA,PARTICULAR,K166FML30045817,LAEMN24049B930083,1,782,GASOLINA,ACTIVO
MMW366,2198,2003,CAMIONETA,PARTICULAR,C22NE25052438,9GDTFS30F3B107029,2,3269,GASOLINA,ACTIVO
TJY147,2771,2014,CAMIONETA,PUBLICO,D35239,LVAV2JBB2EJ002572,2,730205018,ACPM,ACTIVO
EKU732,1200,2006,AUTOMOVIL,PARTICULAR,C708Q006279,9FBC06V056L006183,5,2542,GASOLINA,ACTIVO
MSU296,2995,2015,CAMPERO,PARTICULAR,CTV009334,WAUZZZ8R7FA065562,5,7433,GASOLINA,ACTIVO
EPS70B,178,2007,MOTOCICLETA,PARTICULAR,DJGBND43592,MD2DJB3Z07VD01575,1,1537,GASOLINA,ACTIVO
MUA96,125,1997,MOTOCICLETA,PARTICULAR,3TL083524,3TL083524,1,26642,GASOLINA,ACTIVO
ABO004,3000,2006,CAMIONETA,PARTICULAR,270278,8LBETF1E760001584,2,3624,ACPM,ACTIVO
RJU520,1584,2011,CAMIONETA,PARTICULAR,DA4G186LA8A0649,LZCCA20A3BA00102,5,0,GASOLINA,ACTIVO
WIR25A,134,2012,MOTOCICLETA,PARTICULAR,JEGBUC14126,9FLJDC1Z1CCJ24013,1,12470,GASOLINA,ACTIVO
WIO36A,106,2011,MOTOCICLETA,PARTICULAR,5C93007086,9FKKE0987B2007086,1,,GASOLINA,ACTIVO
WGR37D,199.5,2016,MOTOCICLETA,PARTICULAR,JLZCFM63928,9FLA36FZ2GBG69343,1,20522,GASOLINA,ACTIVO
ABO051,1400,2007,AUTOMOVIL,PARTICULAR,G4EE6594627,KMHCM41AP7U105737,4,3574,GASOLINA,ACTIVO
WIM92A,114,2011,MOTOCICLETA,PARTICULAR,E3H4E003343,9FKKE1376B2003343,1,653,GASOLINA,ACTIVO
BAC969,1600,1989,CAMIONETA,PARTICULAR,982136,KS857803,2,238,GASOLINA,ACTIVO
